iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,datetime,change_new_cases,rolling_avg_new_cases
USA,North America,United States,26/02/2020,53.0,0.0,5.428999999999999,0.0,0.0,0.0,0.16,0.0,0.016,0.0,0.0,0.0,,,,,,,,,,5.56,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-02-26,-1.0,5.333333333333333
USA,North America,United States,27/02/2020,59.0,6.0,6.2860000000000005,0.0,0.0,0.0,0.17800000000000002,0.018000000000000002,0.019,0.0,0.0,0.0,,,,,,,,,,5.56,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-02-27,inf,5.333333333333333
USA,North America,United States,28/02/2020,60.0,1.0,6.2860000000000005,0.0,0.0,0.0,0.18100000000000002,0.003,0.019,0.0,0.0,0.0,,,,,,,,,,5.56,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-02-28,-0.8333333333333334,3.7916666666666665
USA,North America,United States,29/02/2020,66.0,6.0,4.428999999999999,0.0,0.0,0.0,0.19899999999999998,0.018000000000000002,0.013000000000000001,0.0,0.0,0.0,,,,,,,,,,5.56,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-02-29,5.0,0.5416666666666661
USA,North America,United States,01/03/2020,69.0,3.0,4.857,1.0,1.0,0.14300000000000002,0.20800000000000002,0.009000000000000001,0.015,0.003,0.003,0.0,130.0,130.0,0.0,0.0,,,,,tests performed,8.33,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-01,-0.5,0.6666666666666661
USA,North America,United States,02/03/2020,89.0,20.0,7.7139999999999995,2.0,1.0,0.28600000000000003,0.26899999999999996,0.06,0.023,0.006,0.003,0.001,342.0,472.0,0.001,0.001,,,,,tests performed,11.11,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-02,5.666666666666667,1.6666666666666665
USA,North America,United States,03/03/2020,103.0,14.0,7.143,6.0,4.0,0.857,0.311,0.042,0.022000000000000002,0.018000000000000002,0.012,0.003,725.0,1197.0,0.004,0.002,,,,,tests performed,11.11,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-03,-0.30000000000000004,1.3388888888888886
USA,North America,United States,04/03/2020,125.0,22.0,10.286,9.0,3.0,1.286,0.37799999999999995,0.066,0.031,0.027000000000000003,0.009000000000000001,0.004,842.0,2039.0,0.006,0.003,,,,,tests performed,11.11,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-04,0.5714285714285714,1.6007936507936504
USA,North America,United States,05/03/2020,159.0,34.0,14.286,11.0,2.0,1.571,0.48,0.10300000000000001,0.043,0.033,0.006,0.005,973.0,3012.0,0.009000000000000001,0.003,,,,,tests performed,20.37,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-05,0.5454545454545454,1.4500309214594924
USA,North America,United States,06/03/2020,233.0,74.0,24.714000000000002,12.0,1.0,1.714,0.7040000000000001,0.22399999999999998,0.075,0.036000000000000004,0.003,0.005,1316.0,4328.0,0.013000000000000001,0.004,,,,,tests performed,20.37,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-06,1.176470588235294,1.7371457673978679
USA,North America,United States,07/03/2020,338.0,105.0,38.857,14.0,2.0,2.0,1.021,0.317,0.11699999999999999,0.042,0.006,0.006,1325.0,5653.0,0.017,0.004,,,,,tests performed,20.37,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-07,0.41891891891891886,1.0827056129577135
USA,North America,United States,08/03/2020,433.0,95.0,52.0,17.0,3.0,2.286,1.308,0.287,0.157,0.051,0.009000000000000001,0.006999999999999999,1416.0,7069.0,0.021,0.004,991.0,0.003,19.058,0.052000000000000005,tests performed,20.37,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-08,-0.09523809523809523,1.1405287422094141
USA,North America,United States,09/03/2020,554.0,121.0,66.429,21.0,4.0,2.714,1.6740000000000002,0.366,0.201,0.063,0.012,0.008,2022.0,9091.0,0.027000000000000003,0.006,1231.0,0.004,18.531,0.054000000000000006,tests performed,20.37,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-09,0.27368421052631575,0.3701026770465069
USA,North America,United States,10/03/2020,754.0,200.0,93.0,26.0,5.0,2.8569999999999998,2.278,0.604,0.281,0.079,0.015,0.009000000000000001,2671.0,11762.0,0.036000000000000004,0.008,1509.0,0.005,16.226,0.062,tests performed,20.37,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-10,0.6528925619834711,0.5062301859012884
USA,North America,United States,11/03/2020,1025.0,271.0,128.571,28.0,2.0,2.714,3.097,0.8190000000000001,0.38799999999999996,0.085,0.006,0.008,3853.0,15615.0,0.047,0.012,1939.0,0.006,15.081,0.066,tests performed,21.76,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-11,0.355,0.4753118185543496
USA,North America,United States,12/03/2020,1312.0,287.0,164.71400000000003,30.0,2.0,2.714,3.964,0.867,0.498,0.091,0.006,0.008,7021.0,22636.0,0.068,0.021,2803.0,0.008,17.017,0.059000000000000004,tests performed,30.09,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-12,0.05904059040590415,0.405824110690258
USA,North America,United States,13/03/2020,1663.0,351.0,204.28599999999997,40.0,10.0,4.0,5.024,1.06,0.617,0.121,0.03,0.012,9958.0,32594.0,0.098,0.03,4038.0,0.012,19.766,0.051,tests performed,30.09,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-13,0.22299651567944245,0.2696135288965649
USA,North America,United States,14/03/2020,2174.0,511.0,262.286,47.0,7.0,4.7139999999999995,6.568,1.544,0.792,0.142,0.021,0.013999999999999999,10575.0,43169.0,0.13,0.032,5359.0,0.016,20.432000000000002,0.049,tests performed,35.65,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-14,0.45584045584045585,0.2748880341710702
USA,North America,United States,15/03/2020,2951.0,777.0,359.714,57.0,10.0,5.7139999999999995,8.915,2.347,1.087,0.172,0.03,0.017,11992.0,55161.0,0.16699999999999998,0.036000000000000004,6870.0,0.021,19.098,0.052000000000000005,tests performed,41.2,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924,2020-03-15,0.5205479452054795,0.3628574685201524
