,open,high,low,close,adjclose,volume,ticker
2019-01-02,35.15999984741211,35.91999816894531,34.75,35.91999816894531,34.22809982299805,23200,HBCP
2019-01-03,35.97999954223633,36.29999923706055,34.63999938964844,35.38999938964844,33.72306442260742,9900,HBCP
2019-01-04,35.7400016784668,36.4900016784668,34.59000015258789,36.11000061035156,34.409156799316406,14100,HBCP
2019-01-07,36.04999923706055,36.400001525878906,34.5,36.400001525878906,34.68549728393555,13200,HBCP
2019-01-08,36.45000076293945,36.45000076293945,35.43000030517578,36.18000030517578,34.47585678100586,6800,HBCP
2019-01-09,36.20000076293945,37.720001220703125,35.959999084472656,37.720001220703125,35.94332504272461,4600,HBCP
2019-01-10,37.41999816894531,37.68000030517578,36.5099983215332,36.90999984741211,35.17147445678711,13300,HBCP
2019-01-11,36.79999923706055,36.79999923706055,35.52000045776367,35.84000015258789,34.15187454223633,18200,HBCP
2019-01-14,35.65999984741211,36.18000030517578,35.369998931884766,35.45000076293945,33.780242919921875,9200,HBCP
2019-01-15,35.459999084472656,35.849998474121094,35.459999084472656,35.70000076293945,34.018463134765625,3700,HBCP
2019-01-16,35.79999923706055,36.869998931884766,35.540000915527344,36.38999938964844,34.67596435546875,11100,HBCP
2019-01-17,36.150001525878906,36.66999816894531,36.060001373291016,36.16999816894531,34.46632385253906,10800,HBCP
2019-01-18,36.25,37.0,36.18000030517578,36.5099983215332,34.79030990600586,10400,HBCP
2019-01-22,36.529998779296875,37.400001525878906,35.810001373291016,36.20000076293945,34.49491500854492,13300,HBCP
2019-01-23,36.47999954223633,36.91999816894531,36.04999923706055,36.380001068115234,34.666439056396484,14100,HBCP
2019-01-24,36.29999923706055,36.45000076293945,35.790000915527344,35.900001525878906,34.209049224853516,7800,HBCP
2019-01-25,35.97999954223633,36.349998474121094,35.880001068115234,36.20000076293945,34.49491500854492,6600,HBCP
2019-01-28,35.9900016784668,36.099998474121094,35.58000183105469,36.099998474121094,34.39962387084961,9800,HBCP
2019-01-29,35.63999938964844,37.09000015258789,35.5,35.5,33.827880859375,9100,HBCP
2019-01-30,36.290000915527344,36.29999923706055,35.0,35.720001220703125,34.03752136230469,13500,HBCP
2019-01-31,35.4900016784668,36.5,35.150001525878906,35.36000061035156,33.69448471069336,9300,HBCP
2019-02-01,35.38999938964844,35.90999984741211,35.38999938964844,35.41999816894531,33.75165557861328,9900,HBCP
2019-02-04,35.27000045776367,35.59000015258789,35.220001220703125,35.43000030517578,33.76118087768555,9100,HBCP
2019-02-05,35.310001373291016,35.869998931884766,35.22999954223633,35.43000030517578,33.76118087768555,8700,HBCP
2019-02-06,35.34000015258789,35.720001220703125,35.0099983215332,35.33000183105469,33.665897369384766,4800,HBCP
2019-02-07,35.400001525878906,35.970001220703125,35.08000183105469,35.20000076293945,33.54201889038086,9400,HBCP
2019-02-08,34.869998931884766,35.22999954223633,34.79999923706055,34.81999969482422,33.36951446533203,7200,HBCP
2019-02-11,34.9900016784668,35.36000061035156,34.34000015258789,34.720001220703125,33.273681640625,12700,HBCP
2019-02-12,34.90999984741211,35.45000076293945,34.4900016784668,35.25,33.78160095214844,15900,HBCP
2019-02-13,35.349998474121094,35.650001525878906,34.939998626708984,35.279998779296875,33.81034851074219,14900,HBCP
2019-02-14,35.36000061035156,35.88999938964844,35.040000915527344,35.15999984741211,33.69535446166992,13300,HBCP
2019-02-15,35.290000915527344,36.16999816894531,35.04999923706055,35.2400016784668,33.77201843261719,28500,HBCP
2019-02-19,35.22999954223633,35.5,34.61000061035156,35.06999969482422,33.60909652709961,28100,HBCP
2019-02-20,35.09000015258789,35.7599983215332,35.0,35.08000183105469,33.61868667602539,21400,HBCP
2019-02-21,35.2400016784668,35.560001373291016,35.06999969482422,35.119998931884766,33.65701675415039,9200,HBCP
2019-02-22,35.150001525878906,35.68000030517578,35.150001525878906,35.529998779296875,34.049930572509766,14500,HBCP
2019-02-25,35.75,35.75,35.099998474121094,35.099998474121094,33.63785171508789,13700,HBCP
2019-02-26,35.13999938964844,35.529998779296875,35.13999938964844,35.150001525878906,33.68576431274414,10800,HBCP
2019-02-27,35.150001525878906,35.45000076293945,35.150001525878906,35.349998474121094,33.87743377685547,6700,HBCP
2019-02-28,35.47999954223633,35.84000015258789,35.36000061035156,35.369998931884766,33.8966064453125,9700,HBCP
2019-03-01,35.599998474121094,35.900001525878906,35.099998474121094,35.7599983215332,34.27035903930664,11600,HBCP
2019-03-04,35.79999923706055,36.2400016784668,35.65999984741211,35.72999954223633,34.241607666015625,8700,HBCP
