,open,high,low,close,adjclose,volume,ticker
2019-07-23,9.859999656677246,9.899999618530273,9.859999656677246,9.899999618530273,9.899999618530273,55200,HYAC
2019-07-24,9.899999618530273,10.0,9.82800006866455,9.9399995803833,9.9399995803833,205300,HYAC
2019-07-25,9.819999694824219,9.9399995803833,9.819999694824219,9.894000053405762,9.894000053405762,1300,HYAC
2019-07-26,9.894000053405762,9.894000053405762,9.894000053405762,9.894000053405762,9.894000053405762,0,HYAC
2019-07-29,9.894000053405762,9.894000053405762,9.894000053405762,9.894000053405762,9.894000053405762,0,HYAC
2019-07-30,9.92300033569336,9.949999809265137,9.92300033569336,9.939000129699707,9.939000129699707,900,HYAC
2019-07-31,9.939000129699707,9.939000129699707,9.939000129699707,9.939000129699707,9.939000129699707,0,HYAC
2019-08-01,9.939000129699707,9.939000129699707,9.939000129699707,9.939000129699707,9.939000129699707,0,HYAC
2019-08-02,9.939000129699707,9.939000129699707,9.939000129699707,9.939000129699707,9.939000129699707,0,HYAC
2019-08-05,9.939000129699707,9.939000129699707,9.939000129699707,9.939000129699707,9.939000129699707,0,HYAC
2019-08-06,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,200,HYAC
2019-08-07,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,HYAC
2019-08-08,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,HYAC
2019-08-09,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,HYAC
2019-08-12,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,200,HYAC
2019-08-13,9.9399995803833,9.949999809265137,9.9399995803833,9.949999809265137,9.949999809265137,20000,HYAC
2019-08-14,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0,HYAC
2019-08-15,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0,HYAC
2019-08-16,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0,HYAC
2019-08-19,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0,HYAC
2019-08-20,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,1000,HYAC
2019-08-21,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,1100,HYAC
2019-08-22,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,0,HYAC
2019-08-23,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,0,HYAC
2019-08-26,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,0,HYAC
2019-08-27,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,0,HYAC
2019-08-28,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,0,HYAC
2019-08-29,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,0,HYAC
2019-08-30,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,0,HYAC
2019-09-03,9.970000267028809,9.970000267028809,9.829999923706055,9.829999923706055,9.829999923706055,1025400,HYAC
2019-09-04,9.930000305175781,9.930000305175781,9.829999923706055,9.829999923706055,9.829999923706055,505000,HYAC
2019-09-05,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,5000,HYAC
2019-09-06,9.829999923706055,9.930000305175781,9.829999923706055,9.930000305175781,9.930000305175781,305900,HYAC
2019-09-09,9.859999656677246,9.930000305175781,9.850000381469727,9.930000305175781,9.930000305175781,233300,HYAC
